,global_id,created_at,updated_at,external_id,deleted_at,name,certificate_number,address1,address2,city,state_code,postal_code,country_code,phone,type,code,is_live,expired_at,suspended,Full_Address,main-address,Lat,Lon
798,WAWA1.MMM7,1/1/1900 00:00,1/5/2021 18:06,1061,,SWEET LEAF CANNABIS CO,603359115,100 OLD HILL RD,,ABERDEEN,WA,985207300,US,3605325758,dispensary,R415523,TRUE,12/30/2021 16:00,FALSE,100 OLD HILL RD ABERDEEN,"100, 海怡路 South Horizon Drive, 鴨脷洲 Ap Lei Chau, 南區 Southern District, 香港島 Hong Kong Island, 香港 Hong Kong, DD3LM 1969, 中国",22.2457379,114.1447831
800,WAWA1.MMM9,1/1/1900 00:00,1/5/2021 18:06,1063,,WHITE RABBIT RETAIL,603353749,15928 HWY 99,,LYNNWOOD,WA,980870000,US,4257454242,dispensary,R414398,TRUE,11/29/2021 16:00,FALSE,15928 HWY 99 LYNNWOOD,"Highway 99, Seattle Heights, Lynnwood, Snohomish County, Washington, 98036, United States",47.8158183,-122.3196546
808,WAWA1.MMMH,1/1/1900 00:00,1/5/2021 18:06,1073,,LOCALS CANNA HOUSE,603358873,9616 E SPRAGUE AVE,STE B,SPOKANE VALLEY,WA,992060000,US,5092946552,dispensary,R414823,TRUE,12/30/2021 16:00,FALSE,9616 E SPRAGUE AVE SPOKANE VALLEY,"East Sprague Avenue, Spokane Valley, Spokane County, Washington, 99016, United States",47.6570416,-117.2607217
810,WAWA1.MMMJ,1/1/1900 00:00,1/5/2021 18:06,1076,,ISLAND HERB,603350439,5565 VANBARR PLACE UNIT F,,FREELAND,WA,982490000,US,3603312898,dispensary,R413727,TRUE,11/29/2021 16:00,FALSE,5565 VANBARR PLACE UNIT F FREELAND,,,
815,WAWA1.MMMO,1/1/1900 00:00,1/5/2021 18:06,1081,,PAPER AND LEAF,603350794,8040 NE DAY RD W BLDG 3 STE 1,,BAINBRIDGE ISLAND,WA,981100000,US,2067807814,dispensary,R414812,TRUE,11/29/2021 16:00,FALSE,8040 NE DAY RD W BLDG 3 STE 1 BAINBRIDGE ISLAND,,,
816,WAWA1.MMMP,1/1/1900 00:00,1/5/2021 18:06,1082,,MARI J'S HIGHWAY POT SHOP,603358401,9506 19TH AVE SE,,EVERETT,WA,982083801,US,2065506021,dispensary,R414893,TRUE,12/30/2019 16:00,FALSE,9506 19TH AVE SE EVERETT,"9506, 19th Avenue Southeast, Everett, Snohomish County, Washington, 98208, United States",47.91180961,-122.2071576
829,WAWA1.MMN2,1/1/1900 00:00,1/5/2021 18:06,1098,,NOVEL TREE,604641709,625 N CALLOW AVE,,BREMERTON,WA,983123903,US,3609301700,dispensary,R414656,TRUE,8/30/2021 17:00,FALSE,625 N CALLOW AVE BREMERTON,"North Callow Avenue, Charleston, Bremerton, Kitsap County, Washington, 98337, United States",47.5639488,-122.6532717
845,WAWA1.MMNI,1/1/1900 00:00,1/5/2021 18:06,1117,,WORLD OF WEED,603402365,3202 E PORTLAND AVE,,TACOMA,WA,984044929,US,2532729333,dispensary,R414449,TRUE,5/30/2021 17:00,FALSE,3202 E PORTLAND AVE TACOMA,"3202, East Portland Avenue, Salishan, Tacoma, Pierce County, Washington, 98404, United States",47.23459406,-122.4095944
850,WAWA1.MMNN,1/1/1900 00:00,1/5/2021 18:06,1125,,CULT CANNABIS CO.,603350727,6061 PORTAL WAY,,FERNDALE,WA,982489360,US,3609334263,dispensary,R413729,TRUE,11/29/2021 16:00,FALSE,6061 PORTAL WAY FERNDALE,"6061, Portal Way, Ferndale, Whatcom County, Washington, 98248, United States",48.86157187,-122.5848518
860,WAWA1.MMNX,1/1/1900 00:00,11/29/2020 18:06,1135,,LUCKY LEAF,603351423,1111 W 1ST AVE STE A,,SPOKANE,WA,992014005,US,5095194248,dispensary,R422442,TRUE,11/29/2021 16:00,FALSE,1111 W 1ST AVE STE A SPOKANE,"West 1st Avenue, Riverside, Spokane, Spokane County, Washington, 99201, United States",47.6566636,-117.4160149
862,WAWA1.MMNZ,1/1/1900 00:00,1/5/2021 18:06,1137,,HAVE A HEART,603353637,115 BLANCHARD ST,,SEATTLE,WA,981212020,US,5202508988,dispensary,R423379,TRUE,12/30/2021 16:00,FALSE,115 BLANCHARD ST SEATTLE,"115, Blanchard Street, Central Business District, Belltown, Seattle, King County, Washington, 98121, United States",47.6130391,-122.3444425
868,WAWA1.MMO5,1/1/1900 00:00,1/5/2021 18:06,1147,,THE HERBERY (TITLE OWNER ONLY),603355031,RETAIL TITLE CERTIFICATE,,RIDGEFIELD,WA,986423354,US,3609079694,dispensary,R414886,FALSE,12/30/2019 16:00,TRUE,RETAIL TITLE CERTIFICATE RIDGEFIELD,,,
870,WAWA1.MMO7,1/1/1900 00:00,1/5/2021 18:06,1149,,ARKY VANDELAY,604291299,2214 1ST AVE,,SEATTLE,WA,981211615,US,0,dispensary,R074629,TRUE,7/30/2021 17:00,FALSE,2214 1ST AVE SEATTLE,"Amber, 2214, 1st Avenue, Central Business District, Belltown, Seattle, King County, Washington, 98121, United States",47.6130686,-122.3456586
872,WAWA1.MMO9,1/1/1900 00:00,1/5/2021 18:06,1151,,CANNABIS 21,603356514,1000 E WISHKAH ST,,ABERDEEN,WA,985200000,US,3602397149,dispensary,R415567,TRUE,12/30/2021 16:00,FALSE,1000 E WISHKAH ST ABERDEEN,"Cannabis 21, 1000, East Wishkah Street, South Aberdeen, Aberdeen, Grays Harbor County, Washington, 98520, United States",46.97745145,-123.806013
876,WAWA1.MMOD,1/1/1900 00:00,1/5/2021 18:06,1156,,AMERICAN MARY,603345279,321 NE 45TH ST,,SEATTLE,WA,981056133,US,3038295712,dispensary,R410332,TRUE,10/30/2021 17:00,FALSE,321 NE 45TH ST SEATTLE,"American Mary, 321, Northeast 45th Street, Wallingford, Seattle, King County, Washington, 98105, United States",47.6612139,-122.3242587
903,WAWA1.MMP4,1/1/1900 00:00,1/5/2021 18:06,1188,,THE WEED SHACK,603359948,2294 STATE ROUTE 109,,HOQUIAM,WA,985500000,US,2539059448,dispensary,R414712,TRUE,12/30/2021 16:00,FALSE,2294 STATE ROUTE 109 HOQUIAM,"State Route 109, Hoquiam, Grays Harbor County, Washington, 98550, United States",46.9833172,-123.9358157
905,WAWA1.MMP6,1/1/1900 00:00,1/5/2021 18:06,1190,,THE KUSHERY,603359484,5626 134TH PL SE STE B,,EVERETT,WA,982085615,US,4256337515,dispensary,R415507,TRUE,12/30/2021 16:00,FALSE,5626 134TH PL SE STE B EVERETT,,,
909,WAWA1.MMPA,1/1/1900 00:00,7/12/2019 18:33,1194,,THE VAULT                                    ,603468634,207 E SPRAGUE AVE UNIT 213    ,,SPOKANE                 ,WA,982588042,US,4252488559,dispensary,R413926,FALSE,12/30/2017 16:00,TRUE,207 E SPRAGUE AVE UNIT 213     SPOKANE                 ,,,
914,WAWA1.MMPF,1/1/1900 00:00,1/5/2021 18:06,1199,,THE BAKE SHOP,603413103,19705 N GRIFFIN RD,,PROSSER,WA,993500000,US,5097782512,dispensary,R413426,TRUE,6/29/2021 17:00,FALSE,19705 N GRIFFIN RD PROSSER,,,
944,WAWA1.MMQ9,1/1/1900 00:00,1/5/2021 18:06,1230,,TOP SHELF CANNABIS,603152679,4712 PACIFIC HWY,,BELLINGHAM,WA,982269049,US,3603194102,dispensary,R417469,TRUE,11/29/2021 16:00,FALSE,4712 PACIFIC HWY BELLINGHAM,"4712, Pacific Highway, Bellingham, Whatcom County, Washington, 98226, United States",48.81647276,-122.5445431
945,WAWA1.MMQA,1/1/1900 00:00,1/5/2021 18:06,1231,,PONDER,603353602,2413 E UNION ST,,SEATTLE,WA,981223045,US,2064202180,dispensary,R413809,TRUE,11/29/2021 16:00,FALSE,2413 E UNION ST SEATTLE,"Ponder, 2413, East Union Street, Madison Valley, Seattle, King County, Washington, 98122, United States",47.61269805,-122.3007593
947,WAWA1.MMQC,1/1/1900 00:00,1/5/2021 18:06,1233,,DOCKSIDE CANNABIS,603356314,1728 4TH AVE S,,SEATTLE,WA,981340000,US,2068068750,dispensary,R414174,TRUE,12/30/2021 16:00,FALSE,1728 4TH AVE S SEATTLE,"Dockside Cannabis, 1728, 4th Avenue South, International District/Chinatown, Seattle, King County, Washington, 98134, United States",47.58731625,-122.3286356
954,WAWA1.MMQJ,1/1/1900 00:00,1/5/2021 18:06,1239,,EUPHORIUM,603354934,21127 STATE ROUTE 9 SE,,WOODINVILLE,WA,980729703,US,2063352683,dispensary,R414495,TRUE,12/30/2021 16:00,FALSE,21127 STATE ROUTE 9 SE WOODINVILLE,,,
964,WAWA1.MMQT,1/1/1900 00:00,1/5/2021 18:06,1252,,RUCKUS,603417470,1465 E REPUBLICAN ST,,SEATTLE,WA,981124512,US,2063630930,dispensary,R413692,TRUE,7/30/2021 17:00,FALSE,1465 E REPUBLICAN ST SEATTLE,"Ruckus Recreational Cannabis, 1465, East Republican Street, Capitol Hill, Seattle, King County, Washington, 98112, United States",47.6229949,-122.3129749
967,WAWA1.MMQW,1/1/1900 00:00,1/5/2021 18:06,1255,,REEFER DEN,603358198,2123 W SIMS WAY APT 1,,PORT TOWNSEND,WA,983680000,US,3603020393,dispensary,R404933,TRUE,12/30/2021 16:00,FALSE,2123 W SIMS WAY APT 1 PORT TOWNSEND,,,
969,WAWA1.MMQY,1/1/1900 00:00,1/5/2021 18:06,1257,,DESTINATION HIGHWAY 420,603453957,1225 HOLLIS ST,,BREMERTON,WA,983103611,US,3606278754,dispensary,R414503,TRUE,11/29/2021 16:00,FALSE,1225 HOLLIS ST BREMERTON,"1225, Hollis Street, East Bremerton, Bremerton, Kitsap County, Washington, 98310, United States",47.6025171,-122.6283749
1018,WAWA1.MMSB,1/1/1900 00:00,1/5/2021 18:06,1315,,420 TACOMA,603479772,2128 S 37TH ST,,TACOMA,WA,984097445,US,3604026368,dispensary,R423372,TRUE,2/27/2022 16:00,FALSE,2128 S 37TH ST TACOMA,"420 Tacoma, 2128, South 37th Street, Tacoma, Pierce County, Washington, 98409, United States",47.2231504,-122.4660197
1022,WAWA1.MMSF,1/1/1900 00:00,1/5/2021 18:06,1319,,TROVE MEDICAL AND RECREATIONAL,603356887,218 N SAMISH WAY STE 103,,BELLINGHAM,WA,982256031,US,3603933459,dispensary,R414871,TRUE,12/30/2021 16:00,FALSE,218 N SAMISH WAY STE 103 BELLINGHAM,"Trove Cannabis, 218, North Samish Way, Sehome, Bellingham, Whatcom County, Washington, 98225, United States",48.738132,-122.4696933
1026,WAWA1.MMSJ,1/1/1900 00:00,1/5/2021 18:06,1324,,WESTERN BUD,603358718,11401 RAINIER AVE S,,SEATTLE,WA,981783947,US,2066124887,dispensary,R414959,TRUE,12/30/2021 16:00,FALSE,11401 RAINIER AVE S SEATTLE,"Rainier Avenue South, Mount Baker, Seattle, King County, Washington, 98144, United States",47.5760069,-122.2963504
1034,WAWA1.MMSR,1/1/1900 00:00,1/5/2021 18:06,1341,,NORTH BAY MARIJUANA,603349650,211 E NORTH BAY RD,STE B,ALLYN,WA,985240000,US,3608014269,dispensary,R413407,TRUE,11/29/2021 16:00,FALSE,211 E NORTH BAY RD ALLYN,"211, East North Bay Road, Allyn, Mason County, Washington, 98524, United States",47.38868605,-122.8266852
1046,WAWA1.MMT3,1/1/1900 00:00,1/5/2021 18:06,1383,,BLOWIN SMOKE,603068893,1967 HIGHWAY 395 S STE C,,CHEWELAH,WA,991099708,US,5099357420,dispensary,R422202,TRUE,12/30/2021 16:00,FALSE,1967 HIGHWAY 395 S STE C CHEWELAH,,,
1051,WAWA1.MMT8,1/1/1900 00:00,1/5/2021 18:06,1388,,THE ROACH 420,603352476,133 STATE AVE,,BREWSTER,WA,988129643,US,5094497334,dispensary,R414216,TRUE,11/29/2021 16:00,FALSE,133 STATE AVE BREWSTER,"133, Holmes Road, Brewster, Town of Southeast, Putnam County, New York, 10509, United States",41.4415175,-73.6268075
1052,WAWA1.MMT9,1/1/1900 00:00,1/5/2021 18:06,1388,,BAD ASS WEED CO.,603352476,8459 MAIN ST  UNIT B,UNIT B,DRYDEN,WA,988210000,US,5092648044,dispensary,R085059,TRUE,11/29/2021 16:00,FALSE,8459 MAIN ST  UNIT B DRYDEN,,,
1053,WAWA1.MMTA,1/1/1900 00:00,1/5/2021 18:06,1389,,WALLA WALLA WEEDERY,603337476,728 IRENE ST,,WALLA WALLA,WA,993621604,US,5098764279,dispensary,R425273,TRUE,9/29/2021 17:00,FALSE,728 IRENE ST WALLA WALLA,"728, Irene Street, Walla Walla, Walla Walla County, Washington, 99362, United States",46.06787343,-118.362
1054,WAWA1.MMTB,1/1/1900 00:00,1/5/2021 18:06,1389,,WALLA WALLA WEEDERY,603337476,207 S 9TH AVE,,WALLA WALLA,WA,993622700,US,5098764279,dispensary,R414011,FALSE,9/29/2017 17:00,TRUE,207 S 9TH AVE WALLA WALLA,"207, South 9th Avenue, Walla Walla, Walla Walla County, Washington, 99362, United States",46.06067015,-118.3463048
1062,WAWA1.MMTJ,1/1/1900 00:00,1/5/2021 18:06,1401,,WALLA WALLA CANNABIS COMPANY,603359372,927 W MAIN ST,,WALLA WALLA,WA,993622746,US,5098764946,dispensary,R415641,TRUE,12/30/2021 16:00,FALSE,927 W MAIN ST WALLA WALLA,"927, West Main Street, Walla Walla, Walla Walla County, Washington, 99362, United States",46.061638,-118.3518899
1076,WAWA1.MMTX,1/1/1900 00:00,1/5/2021 18:06,1419,,T BROTHERS BUD LODGE,603468275,5740 RUDDELL RD SE STE C,,LACEY,WA,985030000,US,3607917139,dispensary,R414002,TRUE,1/30/2021 16:00,FALSE,5740 RUDDELL RD SE STE C LACEY,"5740, Ruddell Road Southeast, Lacey, Thurston County, Washington, 98503, United States",46.99859335,-122.8071557
1085,WAWA1.MMU6,1/1/1900 00:00,1/5/2021 18:06,1429,,SECRET HERB SHOP,602484317,2 COLUMBIA DR,STE A,KETTLE FALLS,WA,991419461,US,5096844420,dispensary,R413994,TRUE,5/30/2021 17:00,FALSE,2 COLUMBIA DR KETTLE FALLS,,,
1086,WAWA1.MMU7,1/1/1900 00:00,1/5/2021 18:06,1430,,LUX POT SHOP,603415076,4912 17TH AVE NW STE A,,SEATTLE,WA,981074726,US,2067193162,dispensary,R414532,TRUE,6/29/2021 17:00,FALSE,4912 17TH AVE NW STE A SEATTLE,"Lux, 4912, 17th Avenue Northwest, Ballard, Seattle, King County, Washington, 98107, United States",47.6648125,-122.3786207
1088,WAWA1.MMU9,1/1/1900 00:00,1/5/2021 18:06,1432,,LUX POT SHOP,603415110,10333 LAKE CITY WAY NE #101,,SEATTLE,WA,981257737,US,2067193162,dispensary,R414160,TRUE,6/29/2021 17:00,FALSE,10333 LAKE CITY WAY NE #101 SEATTLE,"10333, Lake City Way Northeast, Victory Heights, Seattle, King County, Washington, 98125, United States",47.70402655,-122.3020676
1091,WAWA1.MMUC,1/1/1900 00:00,1/5/2021 18:06,1435,,LEGAL MARIJUANA SUPERSTORE,603357323,3610 BETHEL RD SE,SUITE 100,PORT ORCHARD,WA,983670000,US,3603401009,dispensary,R417880,TRUE,12/30/2021 16:00,FALSE,3610 BETHEL RD SE PORT ORCHARD,"3610, Bethel Road Southeast, East Port Orchard, Port Orchard, Kitsap County, Washington, 98366, United States",47.51448352,-122.631425
1092,WAWA1.MMUD,1/1/1900 00:00,1/5/2021 18:06,1436,,THE REEF,603355950,1107 N CALLOW AVE STE C,,BREMERTON,WA,983123007,US,2066866362,dispensary,R413870,TRUE,12/30/2021 16:00,FALSE,1107 N CALLOW AVE STE C BREMERTON,"The Reef, 1107, North Callow Avenue, Bremerton, Kitsap County, Washington, 98312, United States",47.5713432,-122.653582
1110,WAWA1.MMUV,1/1/1900 00:00,1/5/2021 18:06,1468,,CENTRALIA CANNABIS CONNECTION,601358726,1039 S GOLD ST,,CENTRALIA,WA,985313711,US,3607480807,dispensary,R414767,TRUE,12/30/2021 16:00,FALSE,1039 S GOLD ST CENTRALIA,"1039, South Gold Street, Centralia, Lewis County, Washington, 98531, United States",46.70481237,-122.9559881
1115,WAWA1.MMV0,1/1/1900 00:00,1/5/2021 18:06,1477,,THE KUSHERY,603508896,19258 15TH AVE NE STE B,,LAKE FOREST PARK,WA,981552315,US,4252098924,dispensary,R415513,TRUE,5/30/2021 17:00,FALSE,19258 15TH AVE NE STE B LAKE FOREST PARK,"15th Avenue Northeast, Historic Old Northeast, St. Petersburg, Pinellas County, Florida, 33704, United States",27.786538,-82.6289825
1119,WAWA1.MMV4,1/1/1900 00:00,1/5/2021 18:06,1487,,LUSCIOUS LEAF,603514697,1392 W PINE ST  STE B,,WALLA WALLA,WA,993629496,US,5096432777,dispensary,R413245,FALSE,6/29/2018 17:00,TRUE,1392 W PINE ST  STE B WALLA WALLA,"1392, West Pine Street, Walla Walla, Walla Walla County, Washington, 99362, United States",46.06870191,-118.3626124
1137,WAWA1.MMVM,1/1/1900 00:00,1/5/2021 18:06,1514,,FIRE AND FROST CANNABIS,603434189,6818 NE 4TH PLAIN BLVD STE C,,VANCOUVER,WA,986617357,US,3603357823,dispensary,R428276,TRUE,9/29/2021 17:00,FALSE,6818 NE 4TH PLAIN BLVD STE C VANCOUVER,,,
1146,WAWA1.MMVV,1/1/1900 00:00,7/12/2019 18:33,1532,,HIGH-5 CANNABIS                              ,603404017,6511 NE 137TH AVE             ,,VANCOUVER               ,WA,986825505,US,3605714568,dispensary,R421702,TRUE,5/30/2020 17:00,FALSE,6511 NE 137TH AVE              VANCOUVER               ,"6511, Northeast 137th Avenue, North Image, Vancouver, Clark County, Washington, 98682, United States",45.66997778,-122.5315743
1162,WAWA1.MMWB,1/1/1900 00:00,1/5/2021 18:06,1566,,B STREET BUD,603241069,400 BURDIN AVE,,GRAND COULEE,WA,991335009,US,5096332453,dispensary,R414558,TRUE,9/29/2021 17:00,FALSE,400 BURDIN AVE GRAND COULEE,,,
1165,WAWA1.MMWE,1/1/1900 00:00,1/5/2021 18:06,1572,,ZIPS CANNABIS,604326759,3213 S 38TH STE C,,TACOMA,WA,984041094,US,2532920197,dispensary,R084154,TRUE,8/30/2021 17:00,FALSE,3213 S 38TH STE C TACOMA,"Tacoma Church of Divine Man, North 38th Street, Tacoma, Pierce County, Washington, 98407, United States",47.2832791,-122.4982911
1169,WAWA1.MMWI,1/1/1900 00:00,9/11/2019 18:42,1579,,GREEN GROTTO,603349171,22106 SE 51ST PL,,ISSAQUAH,WA,980272519,US,2069924008,dispensary,R423779,FALSE,11/29/2019 16:00,TRUE,22106 SE 51ST PL ISSAQUAH,"22106, Southeast 51st Place, Issaquah, King County, Washington, 98029, United States",47.55648557,-122.0452334
1170,WAWA1.MMWJ,1/1/1900 00:00,1/5/2021 18:06,1579,,GREEN GROTTO,603349171,RETAIL TITLE CERTIFICATE,,FEDERAL WAY,WA,980034994,US,2067926857,dispensary,R413789,FALSE,11/29/2019 16:00,TRUE,RETAIL TITLE CERTIFICATE FEDERAL WAY,,,
1173,WAWA1.MMWM,1/1/1900 00:00,1/5/2021 18:06,1602,,CINDER,603342314,927 W 2ND AVE STE 1,,SPOKANE,WA,992014501,US,5092930365,dispensary,R423096,TRUE,1/30/2022 16:00,FALSE,927 W 2ND AVE STE 1 SPOKANE,"West 2nd Avenue, Browne's Addition, Spokane, Spokane County, Washington, 99201, United States",47.6544423,-117.4324371
1183,WAWA1.MMWW,1/1/1900 00:00,1/5/2021 18:06,1624,,BUDDY'S,603359056,420 SUNSET BLVD N STE A,,RENTON,WA,980555512,US,4252269333,dispensary,R413893,TRUE,12/30/2021 16:00,FALSE,420 SUNSET BLVD N STE A RENTON,"420 Sunset Boulevard, 420, Sunset Boulevard North, North Renton, Renton, King County, Washington, 98057, United States",47.4893486,-122.1935948
1186,WAWA1.MMWZ,1/1/1900 00:00,1/5/2021 18:06,1627,,POM CANNABIS PULLMAN,603405451,1330 SE BISHOP BLVD,,PULLMAN,WA,991630000,US,5099947051,dispensary,R417114,TRUE,5/30/2021 17:00,FALSE,1330 SE BISHOP BLVD PULLMAN,"1330, Southeast Bishop Boulevard, Pullman, Whitman County, Washington, 99163, United States",46.72239212,-117.1648791
1187,WAWA1.MMX0,1/1/1900 00:00,1/5/2021 18:06,1629,,NATURE'S GIFTS,603356189,755 W WASHINGTON ST STE C,,SEQUIM,WA,983823272,US,3607971993,dispensary,R414181,TRUE,12/30/2021 16:00,FALSE,755 W WASHINGTON ST STE C SEQUIM,"755, West Washington Street, Sequim, Clallam County, Washington, 98382, United States",48.07976727,-123.1192057
1189,WAWA1.MMX2,1/1/1900 00:00,1/5/2021 18:06,1631,,THE KUSHERY,603359488,27206 88TH AVE NW,STE B,STANWOOD,WA,982920000,US,4256337515,dispensary,R420645,TRUE,12/30/2021 16:00,FALSE,27206 88TH AVE NW STANWOOD,"27206, 88th Avenue Northwest, Stanwood, Snohomish County, Washington, 98292, United States",48.24276806,-122.3521591
1191,WAWA1.MMX4,1/1/1900 00:00,1/5/2021 18:06,1634,,MARY JANE'S,604138561,2829 N MARKET ST,,SPOKANE,WA,992075553,US,5098554485,dispensary,R417646,TRUE,6/29/2021 17:00,FALSE,2829 N MARKET ST SPOKANE,"2829, North Market Street, Spokane, Spokane County, Washington, 99207, United States",47.68393678,-117.3653537
1192,WAWA1.MMX5,1/1/1900 00:00,1/5/2021 18:06,1634,,MARY JANES,604140530,1037 W MARINA DR,,MOSES LAKE,WA,988372635,US,5098554485,dispensary,R414864,TRUE,6/29/2021 17:00,FALSE,1037 W MARINA DR MOSES LAKE,"1037, West Marina Drive, Marina Shores, Moses Lake, Grant County, Washington, 98837, United States",47.12465879,-119.2915402
1204,WAWA1.MMXH,1/1/1900 00:00,1/5/2021 18:06,1653,,WASHINGTON GREEN LEAF,603355722,RETAIL TITLE CERTIFICATE,STE C,CENTRALIA,WA,985319649,US,4253124423,dispensary,R414128,FALSE,12/30/2018 16:00,TRUE,RETAIL TITLE CERTIFICATE CENTRALIA,,,
1213,WAWA1.MMXQ,1/1/1900 00:00,1/5/2021 18:06,1670,,SWEET JANE,603350457,9507 STATE ROUTE 302 NW # B,,GIG HARBOR,WA,983297102,US,2532457831,dispensary,R423829,TRUE,12/30/2021 16:00,FALSE,9507 STATE ROUTE 302 NW # B GIG HARBOR,,,
1215,WAWA1.MMXS,1/1/1900 00:00,1/5/2021 18:06,1672,,ROSLYN HERBS,603354873,600 S FIRST STREET,,ROSLYN,WA,989410000,US,4256478338,dispensary,R414460,TRUE,12/30/2021 16:00,FALSE,600 S FIRST STREET ROSLYN,"First Church of Otago, 415, Moray Place, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand / Aotearoa",-45.87601445,170.5047499
1218,WAWA1.MMXV,1/1/1900 00:00,1/5/2021 18:06,1680,,CANNABIZ,603342934,1109 RIVER RD STE A,,PUYALLUP,WA,983713848,US,2532611850,dispensary,R087932,TRUE,10/30/2021 17:00,FALSE,1109 RIVER RD STE A PUYALLUP,"1109, River Road, River Road Plaza, Puyallup, Pierce County, Washington, 98371, United States",47.20255829,-122.3085207
1219,WAWA1.MMXW,1/1/1900 00:00,1/5/2021 18:06,1682,,FWEEDOM CANNABIS,602830462,12001 AURORA AVE N UNIT #1,UNIT #1,SEATTLE,WA,981338249,US,2064190260,dispensary,R412922,TRUE,5/30/2021 17:00,FALSE,12001 AURORA AVE N UNIT #1 SEATTLE,"Seattle Center Monorail, 7th Avenue North, South Lake Union, Belltown, Seattle, King County, Washington, 98121, United States",47.6157711,-122.3427088
1220,WAWA1.MMXX,1/1/1900 00:00,1/5/2021 18:06,1683,,LAST STOP POT SHOP,603359491,"41711 STATE ROUTE 2, #1",,GOLD BAR,WA,982510000,US,3602178951,dispensary,R415509,TRUE,12/30/2021 16:00,FALSE,"41711 STATE ROUTE 2, #1 GOLD BAR",,,
1221,WAWA1.MMXY,1/1/1900 00:00,1/5/2021 18:06,1684,,BETTER BUDS,603353098,4235 OLYMPIC DR W,,BREMERTON,WA,983120000,US,2538964100,dispensary,R414277,FALSE,11/29/2018 16:00,TRUE,4235 OLYMPIC DR W BREMERTON,"Bremerton National Airport, Southwest Barney White Road, Olympic View Industrial Park, Belfair, Bremerton, Kitsap County, Washington, United States",47.49166485,-122.764479
1222,WAWA1.MMXZ,1/1/1900 00:00,1/5/2021 18:06,1685,,EVERGREEN MARKET - AUBURN,603357778,402 16TH ST NE STE A-100,,AUBURN,WA,980021600,US,2068527155,dispensary,R414714,TRUE,12/30/2021 16:00,FALSE,402 16TH ST NE STE A-100 AUBURN,"402, 16th Street Northeast, Auburn, King County, Washington, 98002, United States",47.32172545,-122.224216
1224,WAWA1.MMY1,1/1/1900 00:00,1/5/2021 18:06,1687,,112TH STREET CANNABIS,603349167,5809 112TH ST E BLDG B,,PUYALLUP,WA,983734323,US,2069924008,dispensary,R423413,TRUE,11/29/2021 16:00,FALSE,5809 112TH ST E BLDG B PUYALLUP,,47.18538,-122.2929
1231,WAWA1.MMY8,1/1/1900 00:00,1/5/2021 18:06,1694,,HIGHER LEAF MARIJUANA BELLEVUE,603343736,3079 156TH AVE SE,,BELLEVUE,WA,980076526,US,4258706335,dispensary,R423000,TRUE,10/30/2021 17:00,FALSE,3079 156TH AVE SE BELLEVUE,"3079, 156th Avenue Southeast, Eastgate, Bellevue, King County, Washington, 98007, United States",47.58171862,-122.1348222
1245,WAWA1.MMYM,1/1/1900 00:00,1/5/2021 18:06,1725,,THE POT SHOP BELLINGHAM,603565265,1321 W BAKERVIEW RD,,BELLINGHAM,WA,982269691,US,3607560000,dispensary,R430084,TRUE,12/30/2021 16:00,FALSE,1321 W BAKERVIEW RD BELLINGHAM,"West Bakerview Road, Bellingham, Whatcom County, Washington, 98226, United States",48.7896996,-122.5066772
1246,WAWA1.MMYN,1/1/1900 00:00,1/5/2021 18:06,1725,,GREEN LEAF,603565267,3435 BIRCH BAY LYNDEN RD,,CUSTER,WA,982409507,US,3603032860,dispensary,R414918,TRUE,12/30/2021 16:00,FALSE,3435 BIRCH BAY LYNDEN RD CUSTER,,,
1248,WAWA1.MMYP,1/1/1900 00:00,1/5/2021 18:06,1728,,UNCLE ANDO'S WURLD OF WEED,603535218,401 SOUTH BOONE,,ABERDEEN,WA,985208508,US,4255036116,dispensary,R414345,TRUE,8/30/2021 17:00,FALSE,401 SOUTH BOONE ABERDEEN,"401, South Boone Street, South Aberdeen, Aberdeen, Grays Harbor County, Washington, 98520, United States",46.965403,-123.802502
1254,WAWA1.MMYV,1/1/1900 00:00,1/5/2021 18:06,1736,,HERBAN LEGENDS,603443729,55 BELL ST STE 100,,SEATTLE,WA,981211762,US,2068495596,dispensary,R420291,FALSE,10/30/2020 17:00,TRUE,55 BELL ST STE 100 SEATTLE,"55, Bell Street, Belltown, Seattle, King County, Washington, 98121, United States",47.6121738,-122.3477269
1259,WAWA1.MMZ0,1/1/1900 00:00,1/5/2021 18:06,1741,,NW CHRONICLES,603103662,12402 134TH AVE KPN,STE A,GIG HARBOR,WA,983295544,US,2535740955,dispensary,R415634,TRUE,4/29/2021 17:00,FALSE,12402 134TH AVE KPN GIG HARBOR,,,
1261,WAWA1.MMZ2,1/1/1900 00:00,1/5/2021 18:06,1752,,THE M STORE,603568340,1503 A E NOB HILL BLVD,,YAKIMA,WA,989010000,US,4252603482,dispensary,R415303,TRUE,12/30/2021 16:00,FALSE,1503 A E NOB HILL BLVD YAKIMA,"1503, East Nob Hill Boulevard, Yakima, Yakima County, Washington, 98901, United States",46.58515598,-120.4812861
