global_id,created_at,updated_at,external_id,deleted_at,name,certificate_number,address1,address2,city,state_code,postal_code,country_code,phone,type,code,is_live,expired_at,suspended
WAWA1.MMKV,1/1/1900 00:00,1/5/2021 18:07,1012,,DARING FARMS,603387672,1250 W SCHREIBER RD,,KETTLE FALLS,WA,991415032,US,5096754229,cultivator_production,J415881,TRUE,3/30/2021 17:00,FALSE
WAWA1.MMKW,1/1/1900 00:00,1/5/2021 18:06,1013,,THE ROOT CELLAR,603355124,23632 NE STATE ROUTE 3,,BELFAIR,WA,985288309,US,3604348767,dispensary,R415343,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMKX,1/1/1900 00:00,1/5/2021 18:06,1014,,SPENCER'S MOUNTAIN LLC,603356426,1107 E 1ST AVE,,SPOKANE,WA,992020000,US,5099937199,cultivator_production,J413210,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMKY,1/1/1900 00:00,1/5/2021 18:07,1015,,EDGEMONT GROUP II LLC,604448387,3540 DONEEN RAINY RD STE D,,EAST WENATCHEE,WA,988028600,US,2247153231,cultivator_production,J428568,TRUE,5/30/2021 17:00,FALSE
WAWA1.MMKZ,1/1/1900 00:00,1/5/2021 18:06,1016,,KALEAFA,603322058,33858 SR 20 STE 102,,OAK HARBOR,WA,982772664,US,3606822420,dispensary,R417643,TRUE,7/30/2021 17:00,FALSE
WAWA1.MML0,1/1/1900 00:00,1/5/2021 18:06,1018,,STR8FIRE FARMS,603287438,139 GREENACRES RD,UNIT 1,RIVERSIDE,WA,988490000,US,2062555579,cultivator_production,J413337,TRUE,3/30/2021 17:00,FALSE
WAWA1.MML1,1/1/1900 00:00,1/5/2021 18:06,1019,,DOUGLAS COUNTY 502,603421997,2512 FOSTER CREEK AVE,,BRIDGEPORT,WA,988130000,US,5033177035,dispensary,R412865,TRUE,7/30/2021 17:00,FALSE
WAWA1.MML2,1/1/1900 00:00,1/5/2021 18:06,1020,,FARMING FULL CIRCLE,603339934,7508 108TH ST NE  STE B,,MARYSVILLE,WA,982717620,US,4258706385,cultivator_production,J412254,TRUE,10/30/2021 17:00,FALSE
WAWA1.MML3,1/1/1900 00:00,1/5/2021 18:07,1021,,POT OF GOLD,604025129,7453 S MADISON ST UNIT A,,TACOMA,WA,984091024,US,3109935709,cultivator_production,J425691,TRUE,8/30/2021 17:00,FALSE
WAWA1.MML4,1/1/1900 00:00,1/5/2021 18:06,1022,,MARY JANE,603477921,13513 NE 126TH PL SUITE C,,KIRKLAND,WA,980340000,US,4252996565,dispensary,R415652,TRUE,2/27/2021 16:00,FALSE
WAWA1.MML5,1/1/1900 00:00,1/5/2021 18:07,1023,,ALL GREEN FARMS,603349848,7800 POSTMA RD STE 7,STE #7,MOXEE,WA,989360000,US,5099481157,cultivator_production,J416330,FALSE,11/29/2019 16:00,TRUE
WAWA1.MML6,1/1/1900 00:00,1/5/2021 18:06,1024,,CANNA HERB FARMS,603354581,5494J HWY 231 STE 101,,FORD,WA,990130000,US,5096889000,cultivator_production,J412947,TRUE,1/30/2021 16:00,FALSE
WAWA1.MML7,1/1/1900 00:00,1/5/2021 18:07,1025,,PREMIER CANNABIS,603348524,4509 S CHEATHAM RD STE A,,SPOKANE,WA,992245654,US,2086603810,cultivator_production,J416062,TRUE,11/29/2021 16:00,FALSE
WAWA1.MML8,1/1/1900 00:00,1/5/2021 18:07,1026,,OPTIMIZED PROPOGATION LIMITED LIABILITY COMPA,603356803,18791 CEDARDALE RD STE B,,MOUNT VERNON,WA,982747592,US,2066125555,cultivator_production,J416425,TRUE,12/30/2021 16:00,FALSE
WAWA1.MML9,1/1/1900 00:00,1/5/2021 18:07,1027,,CAPITAL GREEN,603357970,31688 HIGHWAY 97 SPACE D,,TONASKET,WA,988559202,US,2532415027,cultivator_production,J416196,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMLA,1/1/1900 00:00,12/3/2020 18:07,1028,,GREATER GREEN,603358857,7800 POSTMA RD STE 6,STE 6,MOXEE,WA,989364622,US,2063729530,cultivator_production,J423329,FALSE,12/30/2017 16:00,TRUE
WAWA1.MMLB,1/1/1900 00:00,1/5/2021 18:06,1029,,THE STANDARD,604467553,652 SQUIRES RD STE 1,,ROSALIA,WA,991700000,US,4254178855,cultivator_production,J412365,TRUE,6/29/2021 17:00,FALSE
WAWA1.MMLC,1/1/1900 00:00,1/5/2021 18:07,1030,,VANCOUVER WEED COMPANY,603360111,2546 HWY 101,,ILWACO,WA,986140000,US,3602135782,cultivator_production,J416184,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMLD,1/1/1900 00:00,1/5/2021 18:06,1031,,OZ.,603356552,3831 STONE WAY N,,SEATTLE,WA,981038005,US,2062510630,dispensary,R415348,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMLE,1/1/1900 00:00,10/30/2019 05:35,1032,,LAO BAN GREEN GROUP LLC                                ,604419210,312 N 104TH ST STE A          ,,SEATTLE                 ,WA,98133,US,2064094552,cultivator,G426850,TRUE,11/29/2019 16:00,FALSE
WAWA1.MMLF,1/1/1900 00:00,1/5/2021 18:07,1033,,KITTY'S CANNA CONNECTION,603465988,8305 SCHIRM RD NW,STE A & B,OLYMPIA,WA,985029650,US,3608663808,cultivator_production,J417185,TRUE,1/30/2021 16:00,FALSE
WAWA1.MMLG,1/1/1900 00:00,1/5/2021 18:06,1034,,EUPHORIUM 420,603354368,13813 HWY 99,,LYNNWOOD,WA,980871723,US,4255774533,dispensary,R422120,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMLH,1/1/1900 00:00,1/5/2021 18:07,1035,,SASQUATCH CANNABIS COMPANY,603357933,4911 EVERSON GOSHEN RD,,BELLINGHAM,WA,982260000,US,3609660260,cultivator_production,J416561,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMLI,1/1/1900 00:00,1/5/2021 18:07,1036,,CAPITAL CITY CANNABIS COMPANY,603357905,16726 PROMISE LN SW,,ROCHESTER,WA,985799591,US,3605611468,cultivator_production,J416585,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMLJ,1/1/1900 00:00,1/5/2021 18:07,1036,,ARTICULATED SOLUTIONS,603576039,41711 STATE ROUTE 2 STE F-A,,GOLD BAR,WA,982519221,US,4256146142,production,M430734,TRUE,1/30/2022 16:00,FALSE
WAWA1.MMLK,1/1/1900 00:00,1/5/2021 18:06,wa add,,SEATTLE BUBBLE WORKS,603178035,29297 HWY 410 E STE D,,BUCKLEY,WA,983218482,USA,2067699754,production,M413980,TRUE,1/30/2021 16:00,FALSE
WAWA1.MMLL,1/1/1900 00:00,1/5/2021 18:07,1038,,"RYSE, LLC",604077630,3631 AIRPORT RD,,PULLMAN,WA,991630000,US,5096546800,cultivator_production,J417404,TRUE,1/30/2019 16:00,FALSE
WAWA1.MMLM,1/1/1900 00:00,1/5/2021 18:07,1039,,"PACALA,  INC",604176103,192 W FREDERICKS ST,,PORT TOWNSEND,WA,983680000,US,0,cultivator_production,J415970,TRUE,9/29/2021 17:00,FALSE
WAWA1.MMLN,1/1/1900 00:00,1/5/2021 18:07,1040,,SUNSCREEN LLC,603444815,1106 CANNON WAY,,COLVILLE,WA,991148701,US,5096803462,cultivator_production,J416158,TRUE,10/30/2021 17:00,FALSE
WAWA1.MMLO,1/1/1900 00:00,1/5/2021 18:06,1041,,THE GREEN SHELF,603358682,400 S. MAIN STREET,UNIT #1,ELLENSBURG,WA,989263689,US,2065560305,dispensary,R414958,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMLP,1/1/1900 00:00,7/12/2019 18:33,1042,,POT SHOP                                     ,603325561,1628 DEXTER AVE N STE A       ,STE A,SEATTLE                 ,WA,981093019,US,6145615684,dispensary,R079013,TRUE,8/30/2019 17:00,FALSE
WAWA1.MMLQ,1/1/1900 00:00,1/5/2021 18:06,1043,,MT BAKER HOMEGROWN LLC,603349585,1761 W BAKERVIEW RD,,BELLINGHAM,WA,982260000,US,5092801655,cultivator_production,J412303,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMLR,1/1/1900 00:00,1/5/2021 18:07,1044,,RAINBOW HAZE,603468131,36043 STATE ROUTE 23 E LOT 3,STE 200,DAVENPORT,WA,991229758,US,3604492912,cultivator_production,J429985,TRUE,1/30/2021 16:00,FALSE
WAWA1.MMLS,1/1/1900 00:00,1/5/2021 18:07,1045,,EDEN CANNABIS,602908641,18791 CEDARDALE RD STE A,,MOUNT VERNON,WA,982740000,US,4253013049,cultivator,G417206,FALSE,3/30/2019 17:00,TRUE
WAWA1.MMLT,1/1/1900 00:00,1/5/2021 18:07,1046,,HIGGS & BOSON,603433360,23203 HWY 17 N,,SOAP LAKE,WA,988510000,US,2062402530,cultivator_production,J416495,TRUE,9/29/2021 17:00,FALSE
WAWA1.MMLU,1/1/1900 00:00,1/5/2021 18:07,1047,,WALDEN,603358545,1104 OLD HWY 97  STE A,,BREWSTER,WA,988120000,US,3525149238,cultivator,G416445,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMLV,1/1/1900 00:00,1/5/2021 18:06,1047,,WALDEN CANNABIS,603358545,2916 STATE ST STE 201,,EVERETT,WA,982013842,US,3525149238,production,M412024,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMLW,1/1/1900 00:00,1/5/2021 18:07,1048,,THE PLANT FACTORY,603393795,41 RUMSEY RD,,NEWPORT,WA,991569023,US,4256812285,cultivator_production,J416827,TRUE,4/29/2021 17:00,FALSE
WAWA1.MMLX,1/1/1900 00:00,1/5/2021 18:07,1049,,HOWLING DOG FARMS,603353097,18 GOLDEN WILLOW LN,,OROVILLE,WA,988440000,US,2064061633,cultivator_production,J415821,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMLY,1/1/1900 00:00,1/5/2021 18:06,1050,,THE GREENBLUFF GARDENER,603350792,16802 N APPLEWOOD LN STE A,,MEAD,WA,990219100,US,5093623650,cultivator_production,J412745,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMLZ,1/1/1900 00:00,1/5/2021 18:07,1052,,THE SUNSHINE TIKI HUT,602883407,1302 5TH STREET EXTENSION,,HOQUIAM,WA,985500000,US,2533076743,cultivator_production,J417198,FALSE,12/30/2018 16:00,TRUE
WAWA1.MMM0,1/1/1900 00:00,1/5/2021 18:07,1054,,LLV GREEN,603456272,7906 N CANYON VIEW PR NE,,BENTON CITY,WA,993205011,US,5097278103,cultivator_production,J423357,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMM1,1/1/1900 00:00,1/5/2021 18:07,1055,,FOOTPRINT BIOSCIENCES,603321976,6424 210TH AVE SW,,CENTRALIA,WA,985319633,US,3609702344,cultivator,G416850,TRUE,7/30/2021 17:00,FALSE
WAWA1.MMM2,1/1/1900 00:00,1/5/2021 18:07,1055,,FOOTPRINT BIOSCIENCES,603321976,6424 210TH AVE SW STE B,STE B,CENTRALIA,WA,985319633,US,3609702344,production,M419152,TRUE,7/30/2021 17:00,FALSE
WAWA1.MMM3,1/1/1900 00:00,1/5/2021 18:06,1056,,GREENFIELD COMPANY CANNABIS MERCANTILE,603351392,728 6TH ST,,CLARKSTON,WA,994032012,US,2069621025,dispensary,R414356,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMM4,1/1/1900 00:00,1/5/2021 18:07,1058,,BOLD TYPE LLC,604458405,22745 ROAD 4 SE,,WARDEN,WA,988579715,US,4254714491,cultivator_production,J429105,TRUE,5/30/2021 17:00,FALSE
WAWA1.MMM5,1/1/1900 00:00,1/5/2021 18:07,1059,,NATURAL PATHS,603356956,628 STATE ROUTE 409,,CATHLAMET,WA,986129730,US,3607950058,cultivator_production,J413211,FALSE,12/30/2017 16:00,TRUE
WAWA1.MMM6,1/1/1900 00:00,1/5/2021 18:07,1060,,THE FAMILY BIZ,603358742,831 WASHINGTON 7 STE B,,TONASKET,WA,988550000,US,2536704718,cultivator_production,J417218,TRUE,12/30/2020 16:00,FALSE
WAWA1.MMM7,1/1/1900 00:00,1/5/2021 18:06,1061,,SWEET LEAF CANNABIS CO,603359115,100 OLD HILL RD,,ABERDEEN,WA,985207300,US,3605325758,dispensary,R415523,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMM8,1/1/1900 00:00,1/5/2021 18:06,1062,,STAR DOG LLC,604128998,8618 99TH AVE NE STE A,STE A,ARLINGTON,WA,982236205,US,2063516655,cultivator_production,J412622,TRUE,5/30/2021 17:00,FALSE
WAWA1.MMM9,1/1/1900 00:00,1/5/2021 18:06,1063,,WHITE RABBIT RETAIL,603353749,15928 HWY 99,,LYNNWOOD,WA,980870000,US,4257454242,dispensary,R414398,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMMA,1/1/1900 00:00,1/5/2021 18:06,1064,,CLEMANS MOUNTAIN CANNABIS,603502513,159003 W JOHNSON RD,,PROSSER,WA,993509225,US,5093070123,cultivator_production,J414199,TRUE,5/30/2021 17:00,FALSE
WAWA1.MMMB,1/1/1900 00:00,1/5/2021 18:07,1066,,NEW LEAF ENTERPRISES,603436923,18606 192ND ST SE STE B,STE A,MONROE,WA,982728899,US,4255772509,cultivator,G427981,TRUE,9/29/2021 17:00,FALSE
WAWA1.MMMC,1/1/1900 00:00,1/5/2021 18:07,1068,,FRESH KIND FARMS,604033970,2305 E 5TH ST,,VANCOUVER,WA,986610000,US,3609100274,cultivator_production,J416039,FALSE,9/29/2020 17:00,TRUE
WAWA1.MMMD,1/1/1900 00:00,1/5/2021 18:07,1067,,FRESH KIND FARMS,604033970,"931 GOERIG RD STE C, D, E",,WOODLAND,WA,986749376,US,3609100274,cultivator_production,J416626,TRUE,9/29/2021 17:00,FALSE
WAWA1.MMME,1/1/1900 00:00,1/5/2021 18:07,1070,,I502 CANNABIS,603183006,26051 MEAN CANYON TRAIL E #A,,CRESTON,WA,991170000,US,5092553197,cultivator,G412537,TRUE,2/27/2021 16:00,FALSE
WAWA1.MMMF,1/1/1900 00:00,1/5/2021 18:07,1071,,1 TEAM TECH LLC,604388616,6101 MINDER RD NE STE C,,POULSBO,WA,983703348,US,3606497017,cultivator_production,J424172,TRUE,1/30/2021 16:00,FALSE
WAWA1.MMMG,1/1/1900 00:00,1/5/2021 18:06,1072,,CHILIWIST CREEK FARM,603357106,1132 NW STATE AVE STE A,STE A,CHEHALIS,WA,985321829,US,2068528980,cultivator_production,J413657,TRUE,1/30/2022 16:00,FALSE
WAWA1.MMMH,1/1/1900 00:00,1/5/2021 18:06,1073,,LOCALS CANNA HOUSE,603358873,9616 E SPRAGUE AVE,STE B,SPOKANE VALLEY,WA,992060000,US,5092946552,dispensary,R414823,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMMI,1/1/1900 00:00,1/5/2021 18:07,1075,,PICKENS MOUNTAIN CANNABIS,603362751,140 AIRPORT ROAD PICKENS MTN,,OROVILLE,WA,988449491,US,2066696053,cultivator_production,J429092,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMMJ,1/1/1900 00:00,1/5/2021 18:06,1076,,ISLAND HERB,603350439,5565 VANBARR PLACE UNIT F,,FREELAND,WA,982490000,US,3603312898,dispensary,R413727,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMMK,1/1/1900 00:00,10/14/2020 19:07,1077,,GREEN MOUNTAIN GROWERS,604194971,37828 N NICOLE LANE  STE A,STE A,ELK,WA,990090000,US,5096795764,cultivator_production,J431003,TRUE,11/29/2020 16:00,FALSE
WAWA1.MMML,1/1/1900 00:00,1/5/2021 18:07,1078,,VERDANT CIRCLE,603361239,7797 ROAD K.5 NE STE B,STE B,MOSES LAKE,WA,988379001,US,4147310189,cultivator_production,J416880,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMMM,1/1/1900 00:00,1/5/2021 18:06,1079,,CRIMSONEYE FARMS,603350836,39110 N GROVE RD STE A,STE A,DEER PARK,WA,990069528,US,5097703806,cultivator_production,J412588,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMMN,1/1/1900 00:00,1/5/2021 18:07,1080,,PALADIN AGRICULTURAL RESEARCH INC,603518583,8531 POSTMA RD STE A,STE A,MOXEE,WA,989369317,US,5092664348,cultivator_production,J412457,FALSE,6/29/2019 17:00,TRUE
WAWA1.MMMO,1/1/1900 00:00,1/5/2021 18:06,1081,,PAPER AND LEAF,603350794,8040 NE DAY RD W BLDG 3 STE 1,,BAINBRIDGE ISLAND,WA,981100000,US,2067807814,dispensary,R414812,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMMP,1/1/1900 00:00,1/5/2021 18:06,1082,,MARI J'S HIGHWAY POT SHOP,603358401,9506 19TH AVE SE,,EVERETT,WA,982083801,US,2065506021,dispensary,R414893,TRUE,12/30/2019 16:00,FALSE
WAWA1.MMMQ,1/1/1900 00:00,1/5/2021 18:06,1083,,HESPERIDES,603351089,11854 SW LAKE FLORA RD,STE B,PORT ORCHARD,WA,983670000,US,2538200241,cultivator_production,J412582,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMMR,1/1/1900 00:00,1/5/2021 18:07,1084,,MILLICENT,602083824,18076 RD 13.5 SW,,ROYAL CITY,WA,993579412,US,5099333081,cultivator_production,J414283,TRUE,12/30/2020 16:00,FALSE
WAWA1.MMMS,1/1/1900 00:00,1/5/2021 18:06,1085,,GREEN DREAMER,603355929,4055 HAMMER DR STE 103,,BELLINGHAM,WA,982260000,US,2063999462,cultivator_production,J413469,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMMT,1/1/1900 00:00,12/3/2020 18:08,1086,,TECHBUD,603349820,74 PIT RD STE N,,BREWSTER,WA,988129676,US,4258918660,cultivator,G424983,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMMU,1/1/1900 00:00,1/5/2021 18:07,1086,,TECHBUD 1,604357396,65 PIT RD STE A,,BREWSTER,WA,988129676,US,4258918660,production,M427355,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMMV,1/1/1900 00:00,1/5/2021 18:07,1087,,JANE GARDENS,603362513,2512 HARTFORD DR,,LAKE STEVENS,WA,982580000,US,4252698547,cultivator_production,J416813,FALSE,1/30/2021 16:00,TRUE
WAWA1.MMMW,1/1/1900 00:00,1/5/2021 18:06,1088,,STONEHENGE GARDENS,603337713,470 NE TOONERVILLE DR BLDG 1,,BELFAIR,WA,985287705,US,2063912113,cultivator_production,J414111,TRUE,10/30/2021 17:00,FALSE
WAWA1.MMMX,1/1/1900 00:00,7/12/2019 18:34,1089,,THE RAUCUS GROUP                             ,603356872,133 NE WATERHILL RD STE B     ,STE B,TAHUYA                  ,WA,950560000,US,2068165421,cultivator_production,J413627,TRUE,12/30/2019 16:00,FALSE
WAWA1.MMMY,1/1/1900 00:00,1/5/2021 18:06,1090,,KOULEE KUSH,603372792,109 S 10TH ST STE B,,GARFIELD,WA,991308756,US,5096350194,cultivator_production,J412870,TRUE,2/27/2021 16:00,FALSE
WAWA1.MMMZ,1/1/1900 00:00,1/5/2021 18:07,1095,,HILLTOP GROWERS,600647707,8531 POSTMA RD STE TTT,,MOXEE,WA,989369317,US,5099019560,cultivator_production,J428562,TRUE,6/29/2021 17:00,FALSE
WAWA1.MMN0,1/1/1900 00:00,1/5/2021 18:06,1096,,ALPHA CRUX,604213965,9327 UMPTANUM RD,,ELLENSBURG,WA,989268754,US,2123901235,cultivator_production,J412306,TRUE,1/30/2021 16:00,FALSE
WAWA1.MMN1,1/1/1900 00:00,1/5/2021 18:07,1097,,AIS,602678423,15812 NE 10TH AVE STE A,,RIDGEFIELD,WA,986425727,US,3605211426,cultivator_production,J416612,TRUE,12/30/2020 16:00,FALSE
WAWA1.MMN2,1/1/1900 00:00,1/5/2021 18:06,1098,,NOVEL TREE,604641709,625 N CALLOW AVE,,BREMERTON,WA,983123903,US,3609301700,dispensary,R414656,TRUE,8/30/2021 17:00,FALSE
WAWA1.MMN3,1/1/1900 00:00,1/5/2021 18:07,1099,,CANABANATCHEE,603427862,17801 ENTIAT RIVER RD STE A,,ENTIAT,WA,988229702,US,5096791541,cultivator,G416971,FALSE,8/30/2017 17:00,TRUE
WAWA1.MMN4,1/1/1900 00:00,1/5/2021 18:07,1099,,CANABANATCHEE,603427862,23095 BAIRD SPRINGS RD #B,,QUINCY,WA,988489637,US,5096791541,cultivator_production,J425081,TRUE,8/30/2021 17:00,FALSE
WAWA1.MMN5,1/1/1900 00:00,1/5/2021 18:07,1101,,HASH DOG,603359153,37761 ROAD L NE SITE 2,,COULEE CITY,WA,991150000,US,4358999715,cultivator_production,J428998,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMN6,1/1/1900 00:00,1/5/2021 18:07,1102,,DOGTOWN PIONEERS,603358296,4645 D N SWENSON RD,STE A,CLAYTON,WA,991109705,US,5092765659,cultivator_production,J416538,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMN7,1/1/1900 00:00,1/5/2021 18:07,1103,,THE HEIGHTS CONSERVATORY,603357101,6994 RD 10 NE,,MOSES LAKE,WA,988370000,US,2065790662,cultivator,G413656,TRUE,6/29/2021 17:00,FALSE
WAWA1.MMN8,1/1/1900 00:00,1/5/2021 18:07,1104,,PROHIBITION GOLD,603355109,7510 5TH AVE S,,SEATTLE,WA,981084114,US,2066836707,production,M416698,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMN9,1/1/1900 00:00,1/5/2021 18:06,1105,,"PARADISE MJ, LLC",604207714,1199 W CUNNINGHAM RD C,STE C,OTHELLO,WA,993440000,US,5097703850,cultivator_production,J412158,TRUE,1/30/2022 16:00,FALSE
WAWA1.MMNA,1/1/1900 00:00,1/5/2021 18:07,1105,,SALMON CREEK SINSEMILLA,603349555,1199 W CUNNINGHAM RD C1,STE C1,OTHELLO,WA,993440000,US,3606870303,production,M413341,FALSE,11/29/2019 16:00,TRUE
WAWA1.MMNB,1/1/1900 00:00,7/12/2019 18:34,1106,,HIGH STANDARD BRAND                          ,600646289,195 WHITETAIL WAY UNIT C      ,,CHELAN                  ,WA,988160000,US,5096799668,cultivator_production,J412397,TRUE,11/29/2019 16:00,FALSE
WAWA1.MMNC,1/1/1900 00:00,1/5/2021 18:06,1111,,HAYSTACK,603440790,1199 W CUNNINGHAM RD B1,STE B1,OTHELLO,WA,993440000,US,2063717000,cultivator_production,J412633,TRUE,10/30/2021 17:00,FALSE
WAWA1.MMND,1/1/1900 00:00,1/5/2021 18:06,1112,,ALKI HERBAL,603347808,1128 SW SPOKANE ST  STE 300,STE 300,SEATTLE,WA,981341128,US,2063834522,cultivator_production,J412371,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMNE,1/1/1900 00:00,1/5/2021 18:07,1113,,FLYING TIGER FARMS,604159468,6256 FRECHMAN HILLS RD W STE B,,ROYAL CITY,WA,993579612,US,2536320566,cultivator_production,J425163,TRUE,8/30/2021 17:00,FALSE
WAWA1.MMNF,1/1/1900 00:00,1/5/2021 18:07,1114,,GREEN GABLE FARMS,603375439,986 E HAMPTON RD STE 4,STE 4,LIND,WA,993419725,US,5098691627,cultivator_production,J416885,TRUE,2/27/2021 16:00,FALSE
WAWA1.MMNG,1/1/1900 00:00,1/5/2021 18:06,1115,,C BLOCK GROUP,603352661,3712 SPOKANE BRIDGE RD STE A,,LIBERTY LAKE,WA,990199464,US,5097474194,cultivator_production,J412728,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMNH,1/1/1900 00:00,1/5/2021 18:06,1116,,GREEN ZOMBIE,603444994,6017 N JULIA ST,,SPOKANE,WA,992176584,US,5092209188,cultivator_production,J414114,TRUE,10/30/2021 17:00,FALSE
WAWA1.MMNI,1/1/1900 00:00,1/5/2021 18:06,1117,,WORLD OF WEED,603402365,3202 E PORTLAND AVE,,TACOMA,WA,984044929,US,2532729333,dispensary,R414449,TRUE,5/30/2021 17:00,FALSE
WAWA1.MMNJ,1/1/1900 00:00,1/5/2021 18:07,1118,,MJ BOTANICALS,603360228,32941 TELFORD RD N,,CRESTON,WA,991170000,US,4259857626,cultivator_production,J416765,TRUE,12/30/2020 16:00,FALSE
WAWA1.MMNK,1/1/1900 00:00,1/5/2021 18:06,1119,,CLANDESTINE CONSULTING,604025598,5410 SAXON RD STE A,,ACME,WA,982200000,US,3607393848,cultivator_production,J414039,TRUE,8/30/2021 17:00,FALSE
WAWA1.MMNL,1/1/1900 00:00,1/5/2021 18:07,1123,,HEALING GREENS,603542139,49 BAILEY LOOP DRIVE STE B,,GOLDENDALE,WA,986203707,US,5099490513,cultivator,G416791,TRUE,9/29/2021 17:00,FALSE
WAWA1.MMNM,1/1/1900 00:00,1/5/2021 18:07,1124,,DISCOVERY GARDEN,603382457,409 LANE DE CHANTAL,,PORT TOWNSEND,WA,983688815,US,3603559919,cultivator_production,J416103,TRUE,3/30/2021 17:00,FALSE
WAWA1.MMNN,1/1/1900 00:00,1/5/2021 18:06,1125,,CULT CANNABIS CO.,603350727,6061 PORTAL WAY,,FERNDALE,WA,982489360,US,3609334263,dispensary,R413729,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMNO,1/1/1900 00:00,1/5/2021 18:06,1126,,VOSK,603350152,2310 W SUTTON RD STE A1,STE A1,OTHELLO,WA,993449009,US,4255560836,cultivator_production,J412280,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMNP,1/1/1900 00:00,1/5/2021 18:07,1127,,THC FARM,603358176,2148 PORT OF TACOMA RD,,TACOMA,WA,984213608,US,2533271110,cultivator_production,J416100,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMNQ,1/1/1900 00:00,1/5/2021 18:07,1128,,MORELLI ENTERPRISES,603360512,81 ONEIL RD STE A,,OROVILLE,WA,988449550,US,2532276623,cultivator_production,J416479,TRUE,1/30/2021 16:00,FALSE
WAWA1.MMNR,1/1/1900 00:00,1/5/2021 18:07,1129,,ASPEN HOLLOW,602667174,18407 STATE ROUTE 20,,WINTHROP,WA,988620000,US,2087204799,cultivator,G412635,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMNS,1/1/1900 00:00,7/12/2019 18:34,1130,,DANK INC.                                    ,603243731,212 N GALES ST STE A          ,,PORT ANGELES            ,WA,983620000,US,2065010879,cultivator_production,J416677,TRUE,10/30/2019 17:00,FALSE
WAWA1.MMNT,1/1/1900 00:00,1/5/2021 18:07,1131,,DESERT QUANTUM,603491434,6481 PORTAL WAY UNIT B,UNIT B,FERNDALE,WA,982480000,US,2064095547,production,M421485,TRUE,3/30/2021 17:00,FALSE
WAWA1.MMNU,1/1/1900 00:00,1/5/2021 18:07,1132,,"WA LEAF, LLC",604404774,145 GREENACRES RD UNIT 2&3,,RIVERSIDE,WA,988499647,US,2068862239,cultivator_production,J416959,TRUE,2/27/2021 16:00,FALSE
WAWA1.MMNV,1/1/1900 00:00,1/5/2021 18:06,1133,,COMMON ROOTS CANNABIS LLC,604515795,22604 HOSKO RD,,PROSSER,WA,993505708,US,4258940864,cultivator_production,J413165,TRUE,9/29/2021 17:00,FALSE
WAWA1.MMNW,1/1/1900 00:00,1/5/2021 18:07,1134,,ALON,603354788,127 BOUNDARY POINT RD,,OROVILLE,WA,988449563,US,4257728453,cultivator_production,J422685,TRUE,12/30/2021 16:00,FALSE
WAWA1.MMNX,1/1/1900 00:00,11/29/2020 18:06,1135,,LUCKY LEAF,603351423,1111 W 1ST AVE STE A,,SPOKANE,WA,992014005,US,5095194248,dispensary,R422442,TRUE,11/29/2021 16:00,FALSE
WAWA1.MMNY,1/1/1900 00:00,1/5/2021 18:07,1136,,BOGGY BOON,603431687,2729 MILL POND DR,,MALAGA,WA,988280000,US,4257490281,cultivator_production,J416935,TRUE,8/30/2021 17:00,FALSE
WAWA1.MMNZ,1/1/1900 00:00,1/5/2021 18:06,1137,,HAVE A HEART,603353637,115 BLANCHARD ST,,SEATTLE,WA,981212020,US,5202508988,dispensary,R423379,TRUE,12/30/2021 16:00,FALSE
